platform,program,dataset_group,source_file,source_id,source_url,created_at,author,lang,is_reply,like_count,reply_count,retweet_count,quote_count,keyword,video_title,raw_text,clean_text,word_count,is_article_like,has_opinion_signal,is_relevant,is_in_date_range,is_duplicate_text,sentiment_label,label_reason,label_confidence,label_error
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939594860123598869,https://x.com/uppifess/status/1939594860123598869,2025-06-30 08:00:25,,in,False,3,2,0,0,,,!upi angkatan 22 ada yang ikutan magang berdampak?,!upi angkatan 22 ada yang ikutan magang berdampak?,8,False,True,True,True,False,netral,Komentar berupa pertanyaan untuk mencari informasi atau rekan tanpa menunjukkan opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939580953770213402,https://x.com/ubsansfess/status/1939580953770213402,2025-06-30 07:05:09,,in,False,5,2,0,0,,,"braw! yang fpik semester 6 kan sekarang pada mau pkl nih, kalian ada yg udah dapet tempat PKL tapi tbtb pgn ikut magang berdampak ga? kasih sender pencerahan","braw! yang fpik semester 6 kan sekarang pada mau pkl nih, kalian ada yang sudah dapet tempat pkl tapi tbtb pgn ikut magang berdampak ga? kasih sender pencerahan",28,False,True,True,True,False,netral,Komentar berupa pertanyaan untuk meminta saran atau pencerahan terkait pilihan program tanpa menunjukkan opini atau sentimen terhadap program tersebut.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939519167708967194,https://x.com/polsrimenfess/status/1939519167708967194,2025-06-30 02:59:38,,in,True,3,1,0,0,,,"Program Magang Berdampak:
📌 Pendaftaran: 16 Juni – 11 Juli 2025
📆 Pelaksanaan: 4 Agustus – 22 Desember 2025
🌐 Info: https://t.co/ZSkmExCLgz

Kamu juga bisa cek infonya di Instagram ya 👇:
 https://t.co/TsIsLGSBVe

#MagangBerdampak
#BEMPOLSRI
#LenteraSriwijaya
#CampusBoost",program magang berdampak: :pushpin: pendaftaran: 16 juni – 11 juli 2025 :tear-off_calendar: pelaksanaan: 4 agustus – 22 desember 2025 :globe_with_meridians: info: kamu juga bisa cek infonya di instagram ya :backhand_index_pointing_down:: magangberdampak bempolsri lenterasriwijaya campusboost,34,False,False,True,True,False,netral,Komentar berisi informasi pengumuman pendaftaran dan jadwal program tanpa opini atau emosi.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939519165410484444,https://x.com/polsrimenfess/status/1939519165410484444,2025-06-30 02:59:38,,in,True,2,1,0,0,,,"🎓 Program Magang Berdampak 2025 resmi diluncurkan!
 Yuk, ikuti Sosialisasi Program Magang Berdampak 2025 bersama:
👩‍🏫 Ir. Ella Sundari, S.T., M.T.
🗓  Senin, 30 Juni 2025
🕒 15.00 WIB - selesai
🔗 Zoom: https://t.co/Zcjk8VJWNN
📥 Materi: https://t.co/9sZxX3wEzi",":graduation_cap: program magang berdampak 2025 resmi diluncurkan! yuk, ikuti sosialisasi program magang berdampak 2025 bersama: :woman_teacher: ir. ella sundari, s.t., m.t. :spiral_calendar: senin, 30 juni 2025 :three_o’clock: 15.00 wib - selesai :link: zoom: :inbox_tray: materi:",35,True,False,True,True,False,netral,Komentar berisi pengumuman resmi dan ajakan mengikuti sosialisasi program tanpa opini atau sentimen subjektif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939519160071127064,https://x.com/polsrimenfess/status/1939519160071127064,2025-06-30 02:59:36,,in,False,11,1,1,1,,,"🚀 CAMPUS BOOST: Program Magang Berdampak 2025! 🚨
Halo warga Pols! MinPols bawa info penting nih! 
Terutama buat kamu yang pengen ikut Program Magang Berdampak 2025 🎓✨
➡ Cek info selengkapnya di bawah ya,
#MagangBerdampak #BEMPOLSRI #LenteraSriwijaya #CampusBoost https://t.co/ulvrFsZQ4J",":rocket: campus boost: program magang berdampak 2025! :police_car_light: halo warga pols! minpols bawa informasi penting nih! terutama buat kamu yang pengen ikut program magang berdampak 2025 :graduation_cap::sparkles: :right_arrow: cek informasi selengkapnya di bawah ya, magangberdampak bempolsri lenterasriwijaya campusboost",38,True,False,True,True,False,netral,Komentar berisi informasi pengumuman dan ajakan pendaftaran program tanpa opini atau emosi subjektif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939306828011102378,https://x.com/ug_fess/status/1939306828011102378,2025-06-29 12:55:53,,in,False,42,7,4,0,,,yuji! guys ini gundar gada info apa apa kah buat magang berdampak? 🥲,yuji! guys ini gundar gada informasi apa apa kah buat magang berdampak? :smiling_face_with_tear:,13,False,True,True,True,False,netral,komentar berupa pertanyaan mencari informasi terkait program tanpa adanya opini atau emosi negatif terhadap program itu sendiri,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939301211548921861,https://x.com/upgradin_/status/1939301211548921861,2025-06-29 12:33:33,,in,False,2,0,2,1,,,"Ola, temen mahasiswa!

Buat kalian yang lagi prepare buat daftar Magang Berdampak, bisa banget mulai dengan persiapan CV kalian ya!

Kami menyediakan jasa CV ATS dan Cover Letter yang recommended sejak program MSIB 🤩

Slot terbatas setiap harinya yaa🚀
#zonauang #Loker","ola, temen mahasiswa! buat kalian yang lagi prepare buat daftar magang berdampak, bisa banget mulai dengan persiapan cv kalian ya! kami menyediakan jasa cv ats dan cover letter yang recommended sejak program msib :star-struck: slot terbatas setiap harinya yaa:rocket: zonauang loker",41,False,True,True,True,False,netral,Komentar bersifat promosi jasa pembuatan CV dan bukan merupakan opini atau pengalaman terhadap program MSIB/Magang Berdampak.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939282874722885975,https://x.com/shafielol/status/1939282874722885975,2025-06-29 11:20:42,,in,True,21,0,0,1,,,"@unesa_fess perusahaan banyak yang udah full sampe akhir tahun, pengumuman magang yang mendadak (bulan mei), mitra prodi gabisa diharapkan alias gaib dan kaprodi jg angkat tangan, administrasi agak di perlambat supaya mhs nya ikut magang berdampak, ga punya ordal😄😄","perusahaan banyak yang sudah full sampe akhir tahun, pengumuman magang yang mendadak (bulan mei), mitra prodi gabisa diharapkan alias gaib dan kaprodi juga angkat tangan, administrasi agak di perlambat supaya mhs nya ikut magang berdampak, tidak punya ordal:grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:",38,False,True,True,True,False,negatif,"Komentar berisi keluhan mengenai proses seleksi, birokrasi administrasi, dan kendala mitra dalam program.",high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939243287191163131,https://x.com/ug_fess/status/1939243287191163131,2025-06-29 08:43:23,,in,False,9,1,1,0,,,yuji! guys info dong gundar sosialisasi tentang magang berdampak itu kapan? atau ga bakal ada?,yuji! guys informasi dong gundar sosialisasi tentang magang berdampak itu kapan? atau tidak bakal ada?,15,True,True,True,True,False,netral,komentar berupa pertanyaan informasi mengenai jadwal sosialisasi tanpa adanya opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939239982985773189,https://x.com/lovlypiex/status/1939239982985773189,2025-06-29 08:30:15,,in,False,2,1,0,1,,,eh web magang berdampak kapan bener nya sih? MASA ERRORR TERUSSSSS MW DAFTAR JUGAKKKK,eh web magang berdampak kapan bener nya sih? masa errorr terusssss mw daftar jugakkkk,14,False,True,True,True,False,negatif,pengguna mengeluhkan masalah teknis (error) pada website pendaftaran program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1939164143715786759,https://x.com/pulchraeaaxxi/status/1939164143715786759,2025-06-29 03:28:54,,in,True,1,1,0,0,,,"@ug_fess gue liburan ke 7 sm 8 si (skrg)

ambil magang berdampak ae di 6 7",gue liburan ke 7 sama 8 si (skrg) ambil magang berdampak ae di 6 7,15,False,True,True,True,False,netral,Komentar hanya berisi pernyataan rencana atau pilihan pribadi terkait pengambilan program tanpa menunjukkan opini atau emosi tertentu.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938986951903948936,https://x.com/Skalteer/status/1938986951903948936,2025-06-28 15:44:48,,in,False,1,1,0,0,,,"fix proyek, Magang Berdampak, Atau Magenta yaa","fix proyek, magang berdampak, atau magenta ya",7,False,False,True,True,False,netral,komentar hanya berupa penyebutan nama program tanpa opini atau sentimen yang jelas.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938885123996303603,https://x.com/UGM_FESS/status/1938885123996303603,2025-06-28 09:00:10,,in,False,11,0,0,0,,,guys yujiem cara daftar magang berdampak itu gimana ya? data dari universitas itu perlu menghubungi siapa kah? tolong pencerahannya makasihh 🙏🏻🙏🏻,guys yujiem cara daftar magang berdampak itu bagaimana ya? data dari universitas itu perlu menghubungi siapa kah? tolong pencerahannya makasihh :folded_hands_light_skin_tone::folded_hands_light_skin_tone:,21,False,True,True,True,False,netral,Komentar berupa pertanyaan informatif mengenai tata cara pendaftaran tanpa adanya opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938878228103405926,https://x.com/unsoedmfs/status/1938878228103405926,2025-06-28 08:32:46,,in,False,1,0,0,0,,,"jends yg sekarang anak semester 6, ada yg ngikut daftar Magang Berdampak nggak yaa?","jends yang sekarang anak semester 6, ada yang ngikut daftar magang berdampak tidak yaa?",14,False,True,True,True,False,netral,komentar hanya berupa pertanyaan untuk mencari informasi atau teman sesama pendaftar tanpa opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938800051159212099,https://x.com/magnecareer/status/1938800051159212099,2025-06-28 03:22:08,,in,False,71,0,3,1,,,#MagangPam - Alfamidi x Magang Berdampak - https://t.co/SVbOSLuMwj https://t.co/xUQ2sqpkuU,magangpam - alfamidi x magang berdampak -,7,False,False,True,True,False,netral,Komentar hanya menyebutkan nama program dan mitra tanpa adanya opini atau emosi yang jelas.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938589742838300967,https://x.com/thieerrr/status/1938589742838300967,2025-06-27 13:26:26,,in,False,5,3,0,0,,,"ini web Magang berdampak, designnya AI bgt","ini web magang berdampak, designnya ai banget",7,False,False,True,True,False,netral,Komentar hanya memberikan observasi objektif mengenai desain web tanpa menunjukkan sentimen positif atau negatif yang kuat.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938551375790735626,https://x.com/skprite/status/1938551375790735626,2025-06-27 10:53:59,,in,False,2,2,1,0,,,woi ini magang berdampak di fisipol gada sosialisasi apa? sumpah gini amat dah pny fakultas……. ibarat anak ayam lgsg dilepas ma induknya BENCI BGT GUEEEEE,woi ini magang berdampak di fisipol gada sosialisasi apa? sumpah gini amat dah pny fakultas……. ibarat anak ayam lgsg dilepas ma induknya benci banget gueeeee,25,True,True,True,True,False,negatif,pengguna mengungkapkan kekecewaan dan kemarahan terkait kurangnya sosialisasi program magang di fakultasnya.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938539996736299080,https://x.com/dyoforsoo/status/1938539996736299080,2025-06-27 10:08:46,,in,False,2,0,0,0,,,Magang berdampak ini harapan terbesar gw sksksk soalnya dah hopeless gw nyari tempat buat magang😭,magang berdampak ini harapan terbesar gw sksksk soalnya dah hopeless gw nyari tempat buat magang:loudly_crying_face:,15,False,True,True,True,False,positif,pengguna menunjukkan antusiasme dan harapan besar terhadap program sebagai solusi atas kesulitan mencari tempat magang.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938492254379024795,https://x.com/nielnil/status/1938492254379024795,2025-06-27 06:59:03,,in,False,2,2,0,0,,,"repot nih mulai pada minta surat rekomendasi buat magang berdampak, kan gua juga mau ikutan","repot ini mulai pada minta surat rekomendasi buat magang berdampak, kan gua juga mau ikutan",15,False,False,True,True,False,negatif,pengguna mengeluhkan kerumitan proses administrasi surat rekomendasi yang menghambat partisipasi dalam program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938477190607225180,https://x.com/ug_fess/status/1938477190607225180,2025-06-27 05:59:12,,in,False,10,1,2,0,,,yuji! guys.. gundar tuh udh ada info ttg magang berdampak blm sih? kok diem2 aja ya 🥲🥲🥲 (atau mungkin sender yg blm tau) pls infooo,yuji! guys. gundar tuh sudah ada informasi ttg magang berdampak belum sih? kok diem2 saja ya :smiling_face_with_tear::smiling_face_with_tear::smiling_face_with_tear: (atau mungkin sender yang belum tau) pls infooo,25,False,True,True,True,False,netral,komentar berupa pertanyaan untuk mencari informasi terkait program tanpa adanya opini atau emosi negatif terhadap program itu sendiri.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938448700692439453,https://x.com/ug_fess/status/1938448700692439453,2025-06-27 04:05:59,,in,False,14,1,2,0,,,yuji! mau nanyaa disini ada yang ikut magang berdampak gaa? ada info dari kampus gaa tentang maber ini? sharing dong kakk,yuji! mau nanyaa disini ada yang ikut magang berdampak gaa? ada informasi dari kampus gaa tentang maber ini? sharing dong kakk,21,False,True,True,True,False,netral,komentar berupa pertanyaan untuk mencari informasi tanpa menunjukkan opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938448572619395164,https://x.com/knwinyu/status/1938448572619395164,2025-06-27 04:05:29,,in,False,3,2,0,0,,,"gua sedih banget karena magang berdampak itu baru buka sekarang… kenapa enggak januari aja sihh anjir padahal cocok banget semester 6 ini gua full magang kaga ada matkul, semester 7 nnti mah mau fokus skripsi ya jadinya kagak bisa daftar magang berdampak hadeehhh pemerintah indo","gua sedih banget karena magang berdampak itu baru buka sekarang… kenapa enggak januari saja sihh anjir padahal cocok banget semester 6 ini gua full magang kaga ada matkul, semester 7 nnti mah mau fokus skripsi ya jadinya kagak bisa daftar magang berdampak hadeehhh pemerintah indo",45,False,True,True,True,False,negatif,pengguna mengungkapkan kekecewaan dan keluhan terhadap jadwal pembukaan program yang tidak sesuai dengan rencana akademiknya.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938440136402117058,https://x.com/vina_rchive/status/1938440136402117058,2025-06-27 03:31:57,,in,False,6,5,0,0,,,"web magang berdampak masih error mulu deh, ini mah berdampak ke mahasiswa nya bikin gila krn error mulu mau daftar juga🫠 https://t.co/M8P9pjw8qG","web magang berdampak masih error mulu deh, ini mah berdampak ke mahasiswa nya bikin gila karena error mulu mau daftar juga:melting_face:",21,False,False,True,True,False,negatif,pengguna mengeluhkan kendala teknis pada website yang menghambat proses pendaftaran.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938437627751063827,https://x.com/aizisaizing/status/1938437627751063827,2025-06-27 03:21:59,,in,True,6,0,1,0,,,"@uibaseNG karena rame gue tambahin.
magang berdampak tutorial: https://t.co/EubVoh4GEi

IG info lowongan:
1. https://t.co/DwfvkZXwni
2. https://t.co/I3J4mSjohS
3. https://t.co/kVJnchkuHa
4. https://t.co/DVkDnXHV8O",karena rame gue tambahin. magang berdampak tutorial: ig informasi lowongan: 1. 2. 3. 4.,14,False,True,True,True,False,netral,Komentar berisi panduan atau informasi tutorial pendaftaran yang bersifat informatif tanpa opini subjektif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938419253147017443,https://x.com/KampusUpdate/status/1938419253147017443,2025-06-27 02:08:58,,in,False,43,1,0,0,,,"MAGANG BERDAMPAK 2025 TELAH DIBUKA!

Hai #kawanlima Program Magang Berdampak 2025 hadir untuk kamu yang ingin:
✅ Mengembangkan kompetensi nyata di dunia kerja
✅ Terlibat langsung dalam proyek lintas sektor
✅ Didampingi mentor profesional & dosen pendamping
✅ Berkontribusi untuk mitra dan masyarakat

💼 Posisi magang tersedia di berbagai bidang unggulan:
🎯 Agritech | Digital Kreatif | AI & Robotics | Edutech | Smart City | Fashion | Perbankan & masih banyak lagi!

📝 Siapa yang bisa mendaftar?
Mahasiswa aktif minimal:
🔹 Semester 4 (S1)
🔹 Semester 2 (D2/D3/D4)

📍 Daftar sekarang melalui platform resmi:
🌐 https://t.co/6eV0d3W6LO

🔑 Belum punya akun? Ajukan melalui link berikut:
👉 https://t.co/eZNv37idmf

💡 Jangan lewatkan kesempatan langka ini. Magang ini bukan sekadar pengalaman—ini adalah lompatan untuk karier masa depanmu!

📣 Segera informasikan ke dosen pembimbing & program studi. Waktunya #MahasiswaBerdampak bergerak nyata!",magang berdampak 2025 telah dibuka! hai kawanlima program magang berdampak 2025 hadir untuk kamu yang ingin: :check_mark_button: mengembangkan kompetensi nyata di dunia kerja :check_mark_button: terlibat langsung dalam proyek lintas sektor :check_mark_button: didampingi mentor profesional & dosen pendamping :check_mark_button: berkontribusi untuk mitra dan masyarakat :briefcase: posisi magang tersedia di berbagai bidang unggulan: :bullseye: agritech digital kreatif ai & robotics edutech smart city fashion perbankan & masih banyak lagi! :memo: siapa yang bisa mendaftar? mahasiswa aktif minimal: :small_blue_diamond: semester 4 (s1) :small_blue_diamond: semester 2 (d2 d3 d4) :round_pushpin: daftar sekarang melalui platform resmi: :globe_with_meridians: :key: belum punya akun? ajukan melalui link berikut: :backhand_index_pointing_right: :light_bulb: jangan lewatkan kesempatan langka ini. magang ini bukan sekadar pengalaman—ini adalah lompatan untuk karier masa depanmu! :megaphone: segera informasikan ke dosen pembimbing & program studi. waktunya mahasiswaberdampak bergerak nyata!,131,True,True,True,True,False,netral,Komentar berisi pengumuman resmi dan promosi pembukaan program magang.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938226993600082359,https://x.com/detikcom/status/1938226993600082359,2025-06-26 13:25:00,,in,False,1,0,1,0,,,"Pendaftaran magang berdampak 2025 dibuka hingga 11 Juli 2025. Cek cara daftar dan lowongannya di sini ya!

Via @detik_edu  https://t.co/UeJnZBRwpI",pendaftaran magang berdampak 2025 dibuka hingga 11 juli 2025. cek cara daftar dan lowongannya di sini ya! via,18,False,False,True,True,False,netral,Komentar berisi informasi pengumuman pendaftaran program tanpa opini atau sentimen subjektif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938225824672489908,https://x.com/tanyarlfes/status/1938225824672489908,2025-06-26 13:20:21,,in,False,5,3,0,0,,,"💚 kalian yang mahasiswa, udah bisa daftar magang berdampak belum?? di sender kok sign up nya error mulu ya",":green_heart: kalian yang mahasiswa, sudah bisa daftar magang berdampak belum? di sender kok sign up nya error mulu ya",19,False,True,True,True,False,negatif,pengguna mengeluhkan kendala teknis berupa error saat melakukan pendaftaran program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938213000147824674,https://x.com/seteduk2024/status/1938213000147824674,2025-06-26 12:29:24,,in,True,12,0,0,0,,,@elghzli ikut magang berdampak aja kak,ikut magang berdampak saja kak,5,False,True,True,True,False,netral,Komentar bersifat saran atau ajakan yang tidak mengandung opini emosional yang kuat terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938204223570915437,https://x.com/ambiversID/status/1938204223570915437,2025-06-26 11:54:31,,in,False,10,1,1,0,,,"Finally, Magang Berdampak is back! 😎👏

Buat kamu yang ngerasa kuliah aja nggak cukup, ini waktunya ngerasain dunia kerja beneran. FYI, ada uang saku + konversi SKS, lho! Let’s break it down here👇 https://t.co/LWhAZ3LdLR","finally, magang berdampak is back! :smiling_face_with_sunglasses::clapping_hands: buat kamu yang ngerasa kuliah saja tidak cukup, ini waktunya ngerasain dunia kerja beneran. fyi, ada uang saku + konversi sks, lho! let’s break it down here:backhand_index_pointing_down:",33,False,True,True,True,False,positif,Komentar menunjukkan antusiasme dan dukungan terhadap kembalinya program Magang Berdampak.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938198478653440399,https://x.com/Polinesmnfs/status/1938198478653440399,2025-06-26 11:31:41,,in,False,13,1,0,0,,,"-plns ada yang tau info untuk magang berdampak, apakah koordinator dari Polines sudah mulai verifikasi belum ya?","-plns ada yang tau informasi untuk magang berdampak, apakah koordinator dari polines sudah mulai verifikasi belum ya?",17,False,True,True,True,False,netral,komentar berupa pertanyaan informatif mengenai status verifikasi tanpa adanya opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938115426208387252,https://x.com/kompascom/status/1938115426208387252,2025-06-26 06:01:40,,in,False,0,0,0,0,,,"Peserta Magang Berdampak juga akan mendapatkan konversi hingga 20 SKS serta uang saku senilai Rp 2,8 juta per bulan.

~MD #MagangBerdampak #MagangMerdeka https://t.co/HCN5s8iKk0","peserta magang berdampak juga akan mendapatkan konversi hingga 20 sks serta uang saku senilai rp 2,8 juta per bulan. ~md magangberdampak magangmerdeka",22,False,False,True,True,False,netral,Komentar berisi informasi resmi mengenai detail program tanpa opini atau emosi subjektif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938089741015998630,https://x.com/ug_fess/status/1938089741015998630,2025-06-26 04:19:36,,in,False,14,2,1,1,,,yuji! ada yang udah daftar akun MBER (magang berdampak) kah? katanya harus nunggu verif dari kaprodi kampus ya? atau prodi lain udah ada yang bisa? INFO PLEASE HUHU,yuji! ada yang sudah daftar akun mber (magang berdampak) kah? katanya harus nunggu verif dari kaprodi kampus ya? atau prodi lain sudah ada yang bisa? informasi tolong huhu,28,False,True,True,True,False,netral,Komentar berupa pertanyaan mengenai prosedur pendaftaran dan verifikasi akun tanpa menunjukkan opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938075479107588208,https://x.com/univ_indonesia/status/1938075479107588208,2025-06-26 03:22:56,,in,False,12,1,1,0,,,"Halo, Sobat UI 👋🏻
Batas pendaftaran akun Magang Berdampak, akan diperpanjang hingga 11 Juli 2025, lho..

Yuk masih ada waktu untuk pengecekan data kembali sebelum mendaftar, agar tidak salah.

Silakan cek panduan dan pendaftaran di tautan berikut ya:

https://t.co/UAoGgyZYUQ
https://t.co/ncQYdFwHX9

#universitasindonesia
#kampusberdampak
#direktoratpendidikanUI","halo, sobat ui :waving_hand_light_skin_tone: batas pendaftaran akun magang berdampak, akan diperpanjang hingga 11 juli 2025, lho. yuk masih ada waktu untuk pengecekan data kembali sebelum mendaftar, agar tidak salah. silakan cek panduan dan pendaftaran di tautan berikut ya: universitasindonesia kampusberdampak direktoratpendidikanui",41,False,True,True,True,False,netral,Komentar berisi pengumuman resmi mengenai perpanjangan batas pendaftaran program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938071693228183774,https://x.com/studychew/status/1938071693228183774,2025-06-26 03:07:53,,in,False,8,5,0,0,,,ada ga sih yg berhasil daftar magang berdampak di website simbelmawa yg jelek bgt ini??,ada tidak sih yang berhasil daftar magang berdampak di website simbelmawa yang jelek banget ini?,15,False,True,True,True,False,negatif,pengguna mengeluhkan kualitas website simbelmawa yang dianggap jelek dalam proses pendaftaran.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938065977310384312,https://x.com/forezeusA/status/1938065977310384312,2025-06-26 02:45:11,,in,False,5,0,0,0,,,"web magang berdampak bintang 1, jelek bgt","web magang berdampak bintang 1, jelek banget",7,False,True,True,True,False,negatif,pengguna memberikan penilaian bintang 1 dan menyebut web jelek sebagai bentuk ketidakpuasan terhadap sistem program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938058963171610976,https://x.com/viiluvie/status/1938058963171610976,2025-06-26 02:17:18,,in,False,6,0,1,0,,,terakhir pendaftaran 11 juli tapi sampe sekarang belom bisa daftar akun karena web magang berdampak maintenance :) maintenance hampir seminggu kocyak,terakhir pendaftaran 11 juli tapi sampe sekarang belom bisa daftar akun karena web magang berdampak maintenance :) maintenance hampir seminggu kocyak,21,False,False,True,True,False,negatif,pengguna mengeluhkan kendala teknis website yang maintenance dalam waktu lama sehingga menghambat proses pendaftaran.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938055614380511299,https://x.com/studhee/status/1938055614380511299,2025-06-26 02:04:00,,in,False,2,2,0,0,,,"guys, kalian ada yg daftar program magang berdampak ga?","guys, kalian ada yang daftar program magang berdampak ga?",9,False,True,True,True,False,netral,komentar hanya berupa pertanyaan untuk mencari informasi tanpa menunjukkan opini atau emosi tertentu.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938050746622312771,https://x.com/rendralm0n/status/1938050746622312771,2025-06-26 01:44:39,,in,False,8,1,0,0,,,"Day 1 Magang Berdampak
*Akun Mber udah dapet

- website lambat
- ""Lamar sekarang"" jadi pajangan doang
- minim mitra","day 1 magang berdampak *akun mber sudah dapet - website lambat - ""lamar sekarang"" jadi pajangan doang - minim mitra",20,False,False,True,True,False,negatif,"Komentar berisi keluhan spesifik mengenai kendala teknis website, fitur yang tidak berfungsi, dan minimnya jumlah mitra.",high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1938038228348768528,https://x.com/Matchasihh__/status/1938038228348768528,2025-06-26 00:54:55,,in,False,4,6,0,0,,,Gaisss kalian ada ga yg ikutan program magang berdampak? aku lagi nyari barengan sesama anak UT buat daftar,gaisss kalian ada tidak yang ikutan program magang berdampak? aku lagi nyari barengan sesama anak ut buat daftar,18,False,True,True,True,False,netral,Komentar hanya berupa pertanyaan untuk mencari rekan pendaftaran tanpa menunjukkan opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1937924487401648535,https://x.com/dill238/status/1937924487401648535,2025-06-25 17:22:57,,in,False,5,0,0,0,,,"Sakit hati bgt sama magang berdampak, ekspektasi gw ancur semuaaa. Mitra cuma 17 lowongan cuma 305. Kemarin server down katanya migrasi kirain bakal nambah mitra&amp;lowongan. Ternyata gatau tuh apa yg dimigrasiin. Sick bgt deh bnr2 efisiensi atau gimana","sakit hati banget sama magang berdampak, ekspektasi gw ancur semuaaa. mitra cuma 17 lowongan cuma 305. kemarin server down katanya migrasi kirain bakal nambah mitra&lowongan. ternyata gatau tuh apa yang dimigrasiin. sick banget deh bnr2 efisiensi atau bagaimana",38,False,True,True,True,False,negatif,Pengguna mengungkapkan kekecewaan mendalam terhadap jumlah mitra dan lowongan serta masalah teknis sistem program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,1937921923876590010,https://x.com/softlikehim97/status/1937921923876590010,2025-06-25 17:12:46,,in,False,2,1,0,0,,,MAU SAMPE KAPAN GABISA INI WEB MAGANG BERDAMPAK YA ALLAH https://t.co/HGxmCJUNW2,mau sampe kapan gabisa ini web magang berdampak ya allah,10,False,False,True,True,False,negatif,pengguna mengeluhkan kendala teknis pada website program Magang Berdampak,high,
